PassengerId,Pclass,Name,Sex,SibSp,Parch,Ticket,Embarked,Age_na,Fare_na,Age,Fare,Survived
276,1,38,1,1,0,82,3,False,False,2.588768691401485,0.8782717366527811,1
277,3,598,1,0,0,394,3,False,False,1.199842677236562,-0.492393554581795,0
278,2,779,2,0,0,162,3,True,False,-0.11192078058586531,-0.6436955517397944,0
279,3,837,2,4,1,574,2,False,False,-1.7323344637782756,-0.07509288500086134,0
280,3,3,1,1,1,658,3,False,False,0.42821711381160477,-0.2483580752946993,1
281,3,298,2,0,0,349,2,False,False,2.7430938040864765,-0.492393554581795,0
282,3,756,2,0,0,409,3,False,False,-0.11192078058586531,-0.4903592748264578,0
283,3,1093,2,0,0,375,3,False,False,-1.037871456695814,-0.4582285874816016,0
284,3,288,2,0,0,639,3,False,False,-0.8063837876683269,-0.48653670307890473,1
285,1,945,2,0,0,28,3,True,False,-0.11192078058586531,-0.13610175482263526,0
286,3,958,2,0,0,457,1,False,False,0.2738920011266133,-0.474578964593837,0
287,3,1092,2,0,0,373,3,False,False,0.04240433209912615,-0.4582285874816016,1
288,3,707,2,0,0,426,3,False,False,-0.5748961186408397,-0.48954712475139034,0
289,2,472,2,0,0,160,3,False,False,0.9683550082090748,-0.3898986532812148,1
290,3,225,1,0,0,556,2,False,False,-0.5748961186408397,-0.492393554581795,1
291,1,78,1,0,0,106,3,False,False,-0.26624589327085674,0.8956802516032053,1
292,1,109,1,1,0,73,1,False,False,-0.8063837876683269,1.1344289462670256,1
293,2,593,2,0,0,759,1,False,False,0.5053796701541005,-0.3923390080740858,0
294,3,403,1,0,0,454,3,False,False,-0.42057100595584823,-0.4709184324045306,0
295,3,672,2,0,0,452,3,False,False,-0.42057100595584823,-0.48954712475139034,0
296,1,594,2,0,0,723,1,True,False,-0.11192078058586531,-0.10250685460205651,0
297,3,412,2,0,0,255,1,False,False,-0.4591522841270961,-0.5025610487908126,0
298,1,21,1,1,2,43,3,False,False,-2.1181472454907544,2.3149905991369546,0
299,1,878,2,0,0,114,3,True,False,-0.11192078058586531,-0.04824898227928081,1
300,1,85,1,0,1,698,1,False,False,1.5856554589490406,4.188613013182235,1
301,3,537,1,0,0,616,2,True,False,-0.11192078058586531,-0.492393554581795,1
302,3,645,2,2,0,529,2,True,False,-0.11192078058586531,-0.18978956026579633,1
303,3,510,2,0,0,686,3,False,False,-0.8063837876683269,-0.6436955517397944,0
304,2,532,1,0,0,128,2,True,False,-0.11192078058586531,-0.4025884982041438,1
305,3,1069,2,0,0,633,3,True,False,-0.11192078058586531,-0.48653670307890473,0
306,1,20,2,1,2,43,3,False,False,-2.2014828063406493,2.3149905991369546,1
307,1,325,1,0,0,96,1,True,False,-0.11192078058586531,1.5210611890949912,1
308,1,796,1,1,0,729,1,False,False,-0.9607089003533184,1.4823415438093839,1
309,2,5,2,1,0,687,1,False,False,0.04240433209912615,-0.1751474315085706,0
310,1,344,1,0,0,696,1,False,False,0.04240433209912615,0.46772401685468007,1
311,1,436,1,0,0,66,1,False,False,-0.42057100595584823,0.9797904960362129,1
312,1,872,1,2,2,719,1,False,False,-0.8835463440108225,4.478609158496345,1
313,2,561,1,1,1,200,3,False,False,-0.26624589327085674,-0.13610175482263526,0
314,3,445,2,0,0,461,3,False,False,-0.11192078058586531,-0.48954712475139034,0
315,2,430,2,1,1,682,3,False,False,1.0455175645515706,-0.13122104523689335,0
316,3,730,1,0,0,414,3,False,False,-0.26624589327085674,-0.4903592748264578,1
317,2,524,1,1,0,180,3,False,False,-0.42057100595584823,-0.13610175482263526,1
318,2,689,2,0,0,279,3,False,False,1.8943056843190236,-0.37037581493824717,0
319,1,1058,1,0,2,544,3,False,False,0.11956688844162187,2.574970380498752,1
320,1,953,1,1,1,94,1,False,False,0.8140298955240834,1.9821262053893558,1
321,3,276,2,0,0,630,3,False,False,-0.5748961186408397,-0.5021549737532789,0
322,3,258,2,0,0,439,3,False,False,-0.18908333692836105,-0.48954712475139034,0
323,2,936,1,0,0,145,2,False,False,0.04240433209912615,-0.4025884982041438,1
324,2,163,1,1,1,190,3,False,False,-0.5748961186408397,-0.07753323979373229,1
325,3,887,2,8,2,678,3,True,False,-0.11192078058586531,0.7141178550136061,0
326,1,1081,1,0,0,731,1,False,False,0.5053796701541005,2.0042514380834406,1
327,3,738,2,0,0,362,3,False,False,2.4344435787164938,-0.5219218475755336,0
328,2,73,1,0,0,276,3,False,False,0.5053796701541005,-0.3898986532812148,1
329,3,379,1,1,1,509,3,False,False,0.11956688844162187,-0.24298929475038322,1
330,1,454,1,0,1,10,1,False,False,-1.037871456695814,0.48822299711479605,1
331,3,643,1,2,0,529,2,True,False,-0.11192078058586531,-0.18978956026579633,1
332,1,782,2,0,0,23,3,False,False,1.2384239554078098,-0.08729465896521613,0
333,1,391,2,0,1,702,3,False,False,0.659704782839092,2.35232802746788,0
334,3,1033,2,2,0,366,3,False,False,-1.037871456695814,-0.29228446156637655,0
335,1,347,1,1,0,722,3,True,False,-0.11192078058586531,1.9655317927978333,1
336,3,275,2,0,0,445,3,True,False,-0.11192078058586531,-0.48954712475139034,0
337,1,789,2,1,0,40,3,False,False,-0.03475822424336958,0.6565254819018516,0
338,1,149,1,0,0,94,1,False,False,0.8911924518665791,1.9821262053893558,1
339,3,248,2,0,0,611,3,False,False,1.199842677236562,-0.48653670307890473,1
340,1,113,2,0,0,45,3,False,False,1.199842677236562,0.049365209435557486,0
341,2,716,2,1,1,132,3,False,False,-2.1181472454907544,-0.13610175482263526,1
342,1,337,1,3,2,111,3,False,False,-0.42057100595584823,4.4908109324606995,1
343,2,215,2,0,0,191,3,False,False,-0.11192078058586531,-0.3898986532812148,0
344,2,904,2,0,0,179,3,False,False,-0.3434084496133525,-0.3898986532812148,0
345,2,343,2,0,0,131,3,False,False,0.5053796701541005,-0.3898986532812148,0
346,2,139,1,0,0,188,3,False,False,-0.42057100595584823,-0.3898986532812148,1
347,2,942,1,0,0,305,3,False,False,0.8140298955240834,-0.3898986532812148,1
348,3,270,1,1,0,579,3,True,False,-0.11192078058586531,-0.32937785441801504,1
349,3,235,2,1,1,672,3,False,False,-2.0409846891482584,-0.33328242208660863,1
350,3,281,2,0,0,311,3,False,False,0.9683550082090748,-0.474578964593837,0
351,3,749,2,0,0,602,3,False,False,-0.4977335622983439,-0.4635973680259177,0
352,1,1072,2,0,0,34,3,True,False,-0.11192078058586531,0.03960379026407365,0
353,3,312,2,1,1,257,1,False,False,-1.1150340130383098,-0.5025610487908126,0
354,3,43,2,1,0,455,3,False,False,-0.3434084496133525,-0.29618902923497004,0
355,3,1083,2,0,0,217,1,True,False,-0.11192078058586531,-0.5026430447118531,0
356,3,1029,2,0,0,379,3,False,False,-0.11192078058586531,-0.4582285874816016,0
357,1,127,1,0,1,32,3,False,False,-0.5748961186408397,0.43006055712342683,1
358,2,352,1,0,0,156,3,False,False,0.659704782839092,-0.3898986532812148,0
359,3,651,1,0,0,333,2,True,False,-0.11192078058586531,-0.4898712038678836,1
360,3,678,1,0,0,342,2,True,False,-0.11192078058586531,-0.4898712038678836,1
361,3,933,2,1,4,405,3,False,False,0.8140298955240834,-0.09900836197099674,0
362,2,1094,2,1,0,756,1,False,False,-0.03475822424336958,-0.10250685460205651,0
363,3,77,1,0,1,253,1,False,False,1.199842677236562,-0.3615085417628712,0
364,3,46,2,0,0,766,3,False,False,0.42821711381160477,-0.5060595414218724,0
365,3,739,2,1,0,551,2,True,False,-0.11192078058586531,-0.34109155742379565,0
366,3,8,2,0,0,651,3,False,False,0.04240433209912615,-0.5021549737532789,0
367,1,1041,1,1,0,6,1,False,False,2.357281022373998,0.8253980335685219,1
368,3,696,1,0,0,210,1,True,False,-0.11192078058586531,-0.5025610487908126,1
369,3,498,1,0,0,91,2,True,False,-0.11192078058586531,-0.492393554581795,1
370,1,59,1,0,0,693,1,False,False,-0.42057100595584823,0.7092371454278643,1
371,1,416,2,1,0,65,1,False,False,-0.3434084496133525,0.4386837948195156,1
372,3,1062,2,1,0,291,3,False,False,-0.8835463440108225,-0.5168790984315451,0
373,3,91,2,0,0,323,3,False,False,-0.8063837876683269,-0.48653670307890473,0
374,1,846,2,0,0,731,1,False,False,-0.5748961186408397,2.0042514380834406,0
375,3,770,1,3,1,475,3,False,False,-2.0409846891482584,-0.232251733661751,0
376,1,666,1,1,0,717,1,True,False,-0.11192078058586531,0.9605116931725325,1
377,3,568,1,0,0,652,3,False,False,-0.5748961186408397,-0.5021549737532789,1
378,1,1061,2,0,2,31,1,False,False,-0.18908333692836105,3.4853847577978656,0
379,3,102,2,0,0,218,1,False,False,-0.7292212313258312,-0.5653601628886367,0
380,3,402,2,0,0,390,3,False,False,-0.8063837876683269,-0.49190548362322084,0
381,1,103,1,0,0,728,1,False,False,0.9683550082090748,3.7982382422439223,1
382,3,709,1,0,2,222,1,False,False,-2.19530980183325,-0.3363728873963004,1
383,3,1002,2,0,0,794,3,False,False,0.1967294447841176,-0.4889770578717757,0
384,1,467,1,1,0,49,3,False,False,0.42821711381160477,0.37149204209452386,1
385,3,817,2,0,0,447,3,True,False,-0.11192078058586531,-0.48954712475139034,0
386,2,264,2,0,0,742,3,False,False,-0.8835463440108225,0.7912330664683285,0
387,3,382,2,5,2,676,3,False,False,-2.19530980183325,0.27192556654538874,0
388,2,151,1,0,0,265,3,False,False,0.5053796701541005,-0.3898986532812148,1
389,3,879,2,0,0,536,2,True,False,-0.11192078058586531,-0.49279962961932877,0
390,2,584,1,0,0,746,1,False,False,-0.9607089003533184,-0.4094214916241825,1
391,1,180,2,1,2,37,3,False,False,0.5053796701541005,1.6990450494163247,1
392,3,490,2,0,0,482,3,False,False,-0.6520586749833354,-0.49149940858568714,1
393,3,401,2,2,0,293,3,False,False,-0.11192078058586531,-0.4889770578717757,0
394,1,721,1,1,0,500,1,False,False,-0.4977335622983439,1.5677539615598672,1
395,3,896,1,0,2,734,3,False,False,-0.42057100595584823,-0.31766415141223453,1
396,3,503,2,0,0,492,3,False,False,-0.5748961186408397,-0.49149940858568714,0
397,3,755,1,0,0,497,3,False,False,0.11956688844162187,-0.4903592748264578,0
398,2,654,2,0,0,273,3,False,False,1.2770052335790578,-0.13610175482263526,0
399,2,768,2,0,0,176,3,False,False,-0.4977335622983439,-0.43870574913863397,0
400,2,1014,1,0,0,170,3,False,False,-0.11192078058586531,-0.39673164670125355,1
401,3,732,2,0,0,791,3,False,False,0.7368673391815876,-0.4889770578717757,1
402,3,9,2,0,0,352,3,False,False,-0.26624589327085674,-0.48653670307890473,0
403,3,519,1,1,0,589,3,False,False,-0.6520586749833354,-0.45188366502013716,0
404,3,406,2,1,0,798,3,False,False,-0.11192078058586531,-0.334258564003757,0
405,3,759,1,0,0,316,3,False,False,-0.7292212313258312,-0.474578964593837,0
406,2,356,2,1,0,277,3,False,False,0.3510545574691091,-0.23371594653747357,0
407,3,1060,2,0,0,386,3,False,False,1.6628180152915364,-0.492393554581795,0
408,2,843,2,1,1,284,3,False,False,-2.0409846891482584,-0.2776423328091508,1
409,3,106,2,0,0,303,3,False,False,-0.6520586749833354,-0.49190548362322084,0
410,3,580,1,3,1,585,3,True,False,-0.11192078058586531,-0.14651328451093992,0
411,3,903,2,0,0,442,3,True,False,-0.11192078058586531,-0.48954712475139034,0
412,3,431,2,0,0,584,2,True,False,-0.11192078058586531,-0.5098020695322193,0
413,1,671,1,1,0,108,2,False,False,0.2738920011266133,1.1133598991272948,1
414,2,246,2,0,0,162,3,True,False,-0.11192078058586531,-0.6436955517397944,0
415,3,977,2,0,0,783,3,False,False,1.1226801208940664,-0.4889770578717757,1
416,3,658,1,0,0,357,3,True,False,-0.11192078058586531,-0.48653670307890473,0
417,2,297,1,1,1,270,3,False,False,0.3510545574691091,-0.009203305593345491,1
418,2,915,1,0,2,201,3,False,False,-0.8835463440108225,-0.3898986532812148,1
419,2,638,2,0,0,272,3,False,False,0.04240433209912615,-0.3898986532812148,0
420,3,1023,1,0,2,372,3,False,False,-1.5008467947507884,-0.17221900575712545,0
421,3,364,2,0,0,471,1,True,False,-0.11192078058586531,-0.48954712475139034,0
422,3,197,2,0,0,640,2,False,False,-0.6520586749833354,-0.4927195859821226,0
423,3,1090,2,0,0,307,3,False,False,-0.03475822424336958,-0.4899531997889241,0
424,3,255,1,1,1,399,3,False,False,-0.11192078058586531,-0.36256667960106015,0
425,3,858,2,1,1,550,3,False,False,-0.8835463440108225,-0.24909018173256062,0
426,3,1075,2,0,0,627,3,True,False,-0.11192078058586531,-0.5021549737532789,0
427,2,207,1,1,0,116,3,False,False,-0.11192078058586531,-0.13610175482263526,1
428,2,814,1,0,0,203,3,False,False,-0.8063837876683269,-0.13610175482263526,1
429,3,326,2,0,0,523,2,True,False,-0.11192078058586531,-0.492393554581795,0
430,3,815,2,0,0,770,3,False,False,0.1967294447841176,-0.48653670307890473,1
431,1,112,2,0,0,5,3,False,False,-0.11192078058586531,-0.12536419373400304,1
432,3,1001,1,1,0,570,3,True,False,-0.11192078058586531,-0.32937785441801504,1
433,2,611,1,1,0,750,3,False,False,0.9683550082090748,-0.13610175482263526,1
434,3,521,2,0,0,785,3,False,False,-0.9607089003533184,-0.5045953285461499,0
435,1,917,2,1,0,83,3,False,False,1.5856554589490406,0.4476311116320977,0
436,1,179,1,1,2,37,3,False,False,-1.1921965693808054,1.6990450494163247,1
437,3,331,1,2,2,807,3,False,False,-0.6520586749833354,0.027402016299718866,0
438,2,844,1,2,3,284,3,False,False,-0.42057100595584823,-0.2776423328091508,1
439,1,341,2,1,4,111,3,False,False,2.6659312477439805,4.4908109324606995,0
440,2,559,2,0,0,654,3,False,False,0.11956688844162187,-0.43870574913863397,0
441,2,432,1,1,1,682,3,False,False,1.199842677236562,-0.13122104523689335,1
442,3,411,2,0,0,370,3,False,False,-0.7292212313258312,-0.4582285874816016,0
443,3,810,2,1,0,396,3,False,False,-0.3434084496133525,-0.49190548362322084,0
444,2,834,1,0,0,135,3,False,False,-0.11192078058586531,-0.3898986532812148,1
445,3,500,2,0,0,597,3,True,False,-0.11192078058586531,-0.48531652568246925,1
446,1,283,2,0,2,348,3,False,False,-1.9638221328057628,0.9544108061903551,1
447,2,659,1,0,1,195,3,False,False,-1.2693591257233012,-0.26300020405192504,1
448,1,906,2,0,0,52,3,False,False,0.3510545574691091,-0.12536419373400304,1
449,3,66,1,2,1,232,1,False,False,-1.886659576463267,-0.26771887407942035,1
450,1,812,2,0,0,46,3,False,False,1.7399805716340322,-0.04824898227928081,1
451,2,1053,2,1,2,671,3,False,False,0.5053796701541005,-0.10193678772244187,0
452,3,404,2,1,0,594,3,True,False,-0.11192078058586531,-0.25388889539726206,0
453,1,336,2,0,0,25,1,False,False,0.04240433209912615,-0.10193678772244187,0
454,1,373,2,1,0,97,1,False,False,1.508492902606545,1.0958713405396645,1
455,3,792,2,0,0,634,3,True,False,-0.11192078058586531,-0.48653670307890473,0
456,3,489,2,0,0,458,1,False,False,-0.03475822424336958,-0.48954712475139034,1
457,1,668,2,0,0,84,3,False,False,2.7430938040864765,-0.12536419373400304,0
458,1,543,1,1,0,99,3,True,False,-0.11192078058586531,0.36880765182236575,1
459,2,1006,1,0,0,683,3,False,False,1.5856554589490406,-0.43870574913863397,1
460,3,743,2,0,0,561,2,True,False,-0.11192078058586531,-0.492393554581795,0
461,1,25,2,0,0,112,3,False,False,1.4313303462640492,-0.12536419373400304,1
462,3,691,2,0,0,515,3,False,False,0.3510545574691091,-0.48653670307890473,0
463,1,362,2,0,0,9,3,False,False,1.3541677899215534,0.10793372446446045,0
464,2,669,2,0,0,142,3,False,False,1.4313303462640492,-0.3898986532812148,0
465,3,623,2,0,0,645,3,True,False,-0.11192078058586531,-0.48653670307890473,0
466,3,380,2,0,0,764,3,False,False,0.659704782839092,-0.5060595414218724,0
467,2,167,2,0,0,162,3,True,False,-0.11192078058586531,-0.6436955517397944,0
468,1,940,2,0,0,51,3,False,False,2.048630797004015,-0.12536419373400304,0
469,3,900,2,0,0,506,2,True,False,-0.11192078058586531,-0.4928816255403692,0
470,3,65,1,2,1,232,1,False,False,-2.2146004409188738,-0.26771887407942035,1
471,3,535,2,0,0,322,3,True,False,-0.11192078058586531,-0.5021549737532789,0
472,3,158,2,0,0,312,3,False,False,0.659704782839092,-0.474578964593837,0
473,2,1054,1,1,2,671,3,False,False,0.2738920011266133,-0.10193678772244187,1
474,2,499,1,0,0,751,1,False,False,-0.4977335622983439,-0.37444242216508733,1
475,3,970,1,0,0,610,3,False,False,-0.5748961186408397,-0.4516396295408501,0
476,1,209,2,0,0,3,3,True,False,-0.11192078058586531,0.37149204209452386,0
477,2,831,2,1,0,300,3,False,False,0.3510545574691091,-0.23371594653747357,0
478,3,134,2,1,0,380,3,False,False,-0.03475822424336958,-0.5061415373429129,0
479,3,527,2,0,0,493,3,False,False,-0.5748961186408397,-0.4968681891300032,0
480,3,456,1,0,1,299,3,False,False,-2.1181472454907544,-0.40380867560057926,1
481,3,381,2,5,2,676,3,False,False,-1.5780093510932842,0.27192556654538874,0
482,2,350,2,0,0,163,3,True,False,-0.11192078058586531,-0.6436955517397944,0
483,3,866,2,0,0,637,3,False,False,1.5856554589490406,-0.48653670307890473,0
484,3,1019,1,0,0,586,3,False,False,2.588768691401485,-0.456520339126592,1
485,1,108,2,1,0,73,1,False,False,-0.3434084496133525,1.1344289462670256,1
486,3,581,1,3,1,585,3,True,False,-0.11192078058586531,-0.14651328451093992,0
487,1,476,1,1,0,109,3,False,False,0.42821711381160477,1.1133598991272948,1
488,1,542,2,0,0,69,1,False,False,2.2029559096890066,-0.06386725295365495,0
489,3,951,2,0,0,621,3,False,False,0.04240433209912615,-0.48653670307890473,0
490,3,234,2,1,1,672,3,False,False,-1.5780093510932842,-0.33328242208660863,1
491,3,405,2,1,0,595,3,True,False,-0.11192078058586531,-0.25388889539726206,0
492,3,1073,2,0,0,775,3,False,False,-0.6520586749833354,-0.5021549737532789,0
493,1,680,2,0,0,47,3,False,False,1.9714682406615194,-0.04824898227928081,0
494,1,45,2,0,0,720,1,False,False,3.206069142141451,0.3227669421581451,0
495,3,960,2,0,0,623,3,False,False,-0.6520586749833354,-0.48653670307890473,0
496,3,1084,2,0,0,211,1,True,False,-0.11192078058586531,-0.3614284981256651,0
497,1,317,1,1,0,545,1,False,False,1.8943056843190236,0.8842925799977525,1
498,3,910,2,0,0,674,3,True,False,-0.11192078058586531,-0.34890069276098273,0
499,1,22,1,1,2,43,3,False,False,-0.3434084496133525,2.3149905991369546,0
500,3,982,2,0,0,483,3,False,False,-0.42057100595584823,-0.49149940858568714,0
501,3,165,2,0,0,309,3,False,False,-0.9607089003533184,-0.474578964593837,0
502,3,168,1,0,0,519,2,False,False,-0.6520586749833354,-0.492393554581795,0
503,3,748,1,0,0,328,2,True,False,-0.11192078058586531,-0.4947519134536255,0
504,3,563,1,0,0,587,3,False,False,0.5825422264965963,-0.456520339126592,0
505,1,622,1,0,0,1,3,False,False,-1.037871456695814,1.0450299649269081,1
506,1,795,2,1,0,729,1,False,False,-0.8835463440108225,1.4823415438093839,0
507,2,824,1,0,2,215,3,False,False,0.2738920011266133,-0.13610175482263526,1
508,1,130,2,0,0,13,3,True,False,-0.11192078058586531,-0.12536419373400304,1
509,3,752,2,0,0,649,3,False,False,-0.11192078058586531,-0.2039436180644479,0
510,3,570,2,0,0,93,3,False,False,-0.26624589327085674,0.4592628187168379,1
511,3,251,2,0,0,573,2,False,False,-0.03475822424336958,-0.492393554581795,1
512,3,1046,2,0,0,774,3,True,False,-0.11192078058586531,-0.48653670307890473,0
513,1,650,2,0,0,689,3,False,False,0.5053796701541005,-0.13048893879903203,1
514,1,865,1,1,0,716,1,False,False,1.8943056843190236,0.5159610458324845,1
515,3,213,2,0,0,429,3,False,False,-0.42057100595584823,-0.4973562600885774,0
516,1,1039,2,0,0,547,3,False,False,1.3541677899215534,0.020487026958639746,0
517,2,588,1,0,0,670,3,False,False,0.3510545574691091,-0.43870574913863397,1
518,3,870,2,0,0,562,2,True,False,-0.11192078058586531,-0.17221900575712545,0
519,2,41,1,1,0,129,3,False,False,0.5053796701541005,-0.13610175482263526,1
520,3,786,2,0,0,460,3,False,False,0.1967294447841176,-0.48954712475139034,0
521,1,800,1,0,0,76,3,False,False,0.04240433209912615,1.1816898333276817,1
522,3,1037,2,0,0,469,3,False,False,-0.5748961186408397,-0.48954712475139034,0
523,3,560,2,0,0,208,1,True,False,-0.11192078058586531,-0.5026430447118531,0
524,1,455,1,0,1,10,1,False,False,1.1226801208940664,0.48822299711479605,1
525,3,530,2,0,0,262,1,True,False,-0.11192078058586531,-0.5025610487908126,0
526,3,320,2,0,0,535,2,False,False,0.8526111736953312,-0.492393554581795,0
527,2,845,1,0,0,804,3,False,False,1.5856554589490406,-0.43870574913863397,1
528,1,321,2,0,0,695,3,True,False,-0.11192078058586531,3.686063917692899,0
529,3,891,2,0,0,297,3,False,False,0.7368673391815876,-0.4889770578717757,0
530,2,459,2,2,1,282,3,False,False,-0.4977335622983439,-0.41918291079566633,0
531,2,822,1,1,1,215,3,False,False,-2.1181472454907544,-0.13610175482263526,1
532,3,1010,2,0,0,216,1,True,False,-0.11192078058586531,-0.5025610487908126,0
533,3,311,2,1,1,252,1,False,False,-0.9607089003533184,-0.5025610487908126,0
534,3,804,1,0,2,234,1,True,False,-0.11192078058586531,-0.2071980752162206,1
535,3,157,1,0,0,308,3,False,False,0.04240433209912615,-0.474578964593837,0
536,2,429,1,0,2,682,3,False,False,-1.7323344637782756,-0.13122104523689335,1
537,1,153,2,0,0,24,3,False,False,1.199842677236562,-0.12536419373400304,0
538,1,576,1,0,0,732,1,False,False,0.04240433209912615,1.4340225189105384,1
539,3,848,2,0,0,512,3,True,False,-0.11192078058586531,-0.36061439576676335,0
540,1,348,1,0,2,86,1,False,False,-0.5748961186408397,0.3226849462371047,1
541,1,243,1,0,2,811,3,False,False,0.5053796701541005,0.7424259706109093,1
542,3,30,1,4,2,401,3,False,False,-1.5780093510932842,-0.0331187825634809,0
543,3,31,1,4,2,401,3,False,False,-1.4236842384082926,-0.0331187825634809,0
544,2,87,2,1,0,280,3,False,False,0.1967294447841176,-0.13610175482263526,1
545,1,289,2,1,0,732,1,False,False,1.5856554589490406,1.4340225189105384,0
546,1,725,2,0,0,599,3,False,False,2.6659312477439805,-0.13610175482263526,0
547,2,88,1,1,0,280,3,False,False,-0.8063837876683269,-0.13610175482263526,1
548,2,767,2,0,0,754,1,True,False,-0.11192078058586531,-0.3730602052104052,1
549,3,377,2,1,1,509,3,False,False,0.2738920011266133,-0.24298929475038322,0
550,2,262,2,1,1,667,3,False,False,-1.6551719074357798,0.07376875736426705,1
